Id,SalePrice
1461,122404.71787830757
1462,161376.01691974304
1463,184103.4296097596
1464,192043.31306084318
1465,191077.29811832664
1466,172726.0052883645
1467,170364.47366428608
1468,165272.4274887019
1469,184202.36276672606
1470,126383.90862242995
1471,201363.9277997595
1472,97832.03751678459
1473,94194.4273351638
1474,146391.04643583854
1475,117728.01421676118
1476,388185.9562354859
1477,261094.35805979365
1478,285772.2167951402
1479,283535.5661695355
1480,450575.0676037083
1481,315675.3833301124
1482,209293.29366552611
1483,172703.71500763422
1484,167658.3432026124
1485,180332.1534569808
1486,199152.9837204963
1487,364159.02471803303
1488,230183.53784760926
1489,217805.5852897172
1490,224736.03483493757
1491,194975.4494477093
1492,90483.9175725348
1493,188266.17608817638
1494,293000.00255387294
1495,305291.9834717468
1496,247156.73296824307
1497,184239.3228108116
1498,163318.91432491335
1499,165293.88901804958
1500,156784.1491612242
1501,169560.31883219886
1502,150716.5219287252
1503,309582.5109328949
1504,241934.659897651
1505,225530.3111862141
1506,181206.01245548026
1507,251990.44020465837
1508,198922.08248310868
1509,164624.73953335546
1510,151540.92944922522
1511,150286.49901202426
1512,168362.8103620488
1513,139102.49717607308
1514,159155.38421711008
1515,190004.2106084267
1516,149640.2454068857
1517,166096.80826296355
1518,124526.0799376102
1519,230657.86784957477
1520,131798.67760992813
1521,135086.23717162752
1522,168144.44029478548
1523,111764.4790857219
1524,116254.97074607304
1525,121473.00713495802
1526,110762.48960209951
1527,104054.32357534199
1528,129081.72549781791
1529,156187.50048665743
1530,167213.26825345302
1531,114248.00747805042
1532,101916.68718331284
1533,143171.85443778834
1534,125593.5625707611
1535,156506.92116746074
1536,107595.92773584793
1537,65331.584056904845
1538,155597.81390433622
1539,205476.64083815194
1540,104065.92203869057
1541,137276.14938071382
1542,136303.50573059713
1543,210118.13076024642
1544,83106.90727903185
1545,108910.46543769684
1546,129806.92611667127
1547,128495.75066443474
1548,135701.20619230418
1549,116677.80951279173
1550,137512.79831544816
1551,114604.09073486258
1552,141869.48705728765
1553,152663.10408479787
1554,111088.14896233086
1555,172275.03911674645
1556,85090.97092463853
1557,106987.0161191168
1558,91475.18152645568
1559,91888.20042955753
1560,136134.24010024915
1561,128465.37144170736
1562,126664.73299592573
1563,117412.84557826351
1564,162582.43474149035
1565,145070.67270964148
1566,245170.59373021062
1567,80772.27375925858
1568,231507.95496800286
1569,150175.37350038413
1570,136143.25005331062
1571,125768.93375390713
1572,144803.10542418802
1573,239862.69528207224
1574,114920.69737529905
1575,223580.3174612294
1576,226674.42266856256
1577,201206.56606666755
1578,139935.0007218432
1579,138943.4716975845
1580,194933.1531801914
1581,158517.88469877318
1582,127835.76464383453
1583,328746.0767425464
1584,230421.60324817494
1585,139109.02128358436
1586,83063.78075977632
1587,95396.06332242707
1588,155885.42372097622
1589,96594.50553666521
1590,133832.05996832647
1591,91619.99427133826
1592,121980.27206548737
1593,128729.2917988651
1594,156323.3777100241
1595,110604.12470923775
1596,238631.6574270685
1597,186818.20001221978
1598,204627.77755615683
1599,186955.105019929
1600,171309.82070445755
1601,75486.6092544507
1602,116072.04855926843
1603,99937.47921501394
1604,292048.68888331176
1605,252237.28633605392
1606,161516.20773216244
1607,160026.02251607543
1608,225609.22589521567
1609,197914.31246290504
1610,157713.86749325614
1611,136139.03498446883
1612,166816.977773067
1613,157522.6068756223
1614,128111.88431322903
1615,87634.43457885056
1616,69172.49849245332
1617,85761.23028510509
1618,123239.257390402
1619,135726.09226865252
1620,158477.20655671498
1621,137542.4572036308
1622,137959.3018747213
1623,263027.0719195864
1624,213189.83134479556
1625,116628.3604541385
1626,159178.09851302128
1627,180701.22609776392
1628,298637.62504935684
1629,181395.48372539648
1630,380475.8383576765
1631,231980.47510271074
1632,238188.2386312294
1633,171192.1844360058
1634,188995.91702116735
1635,178010.73867290074
1636,148101.16841885028
1637,193371.15519206796
1638,198618.31455595765
1639,180644.3125734308
1640,257038.90361688405
1641,171370.78070749156
1642,228112.47994918862
1643,226978.72801964756
1644,235729.76004593458
1645,194129.47190495717
1646,158082.16393349104
1647,151168.05559371135
1648,132256.17371002707
1649,137312.40922713972
1650,118189.90679252232
1651,121588.59633664848
1652,95793.44961257975
1653,101344.02439678994
1654,153074.20446646577
1655,148149.22759003987
1656,142180.1766278483
1657,148729.9150065286
1658,152591.3209620964
1659,123817.96530489749
1660,160540.75172122623
1661,437936.8948015624
1662,392748.22423209774
1663,402682.750855001
1664,427468.96847803943
1665,328595.5354678205
1666,326839.9235595647
1667,396985.19039179746
1668,337799.1344124718
1669,295648.0378438138
1670,345162.93107280077
1671,244124.02081277507
1672,437084.64178470615
1673,289383.0782675775
1674,242789.33085321085
1675,185584.29425903014
1676,184986.523279152
1677,216985.86768893455
1678,419857.17716586066
1679,401648.4814863937
1680,327142.79668399825
1681,266215.0569360185
1682,311203.7657563138
1683,177863.34266371862
1684,173795.55894198443
1685,171683.69641957254
1686,168493.1739545875
1687,168026.756488106
1688,188866.13858825312
1689,194636.66833998906
1690,191310.30387484664
1691,184107.96218601076
1692,281113.54400060617
1693,167761.3423937018
1694,183135.63533870823
1695,165196.95356429325
1696,274368.7839260816
1697,169011.5003637023
1698,374322.5193540511
1699,299347.7580532097
1700,244478.0161907168
1701,268653.1424002439
1702,252170.13542814486
1703,249553.02568838105
1704,284403.73192749463
1705,237734.57440832612
1706,400315.7175029777
1707,233681.480674817
1708,216726.38931125862
1709,276045.5199825805
1710,228366.84650711436
1711,268547.27480211726
1712,271068.45403607807
1713,257359.24951432788
1714,222210.97938495857
1715,209654.99276623112
1716,193490.07580327865
1717,176935.3202818219
1718,135640.52983111632
1719,203740.32958053044
1720,233326.6792280189
1721,168578.62564927657
1722,129942.96608052056
1723,154390.99702943905
1724,217043.86712515875
1725,244996.94545693658
1726,194520.09762549005
1727,163652.10906466263
1728,177456.95311495918
1729,163417.22155691544
1730,157951.99887007062
1731,118855.90748628271
1732,128686.0666866825
1733,108078.22961538045
1734,119835.42808366012
1735,135762.24982278122
1736,116751.57544825577
1737,353113.63456753426
1738,221842.02018999518
1739,284763.4499644495
1740,211843.44543504852
1741,195049.41723129386
1742,167973.39329915997
1743,162985.89916432477
1744,313158.9539445818
1745,220604.22701146433
1746,200308.90547721912
1747,220937.31988703748
1748,236737.17786194824
1749,156324.99637490214
1750,123941.85291648912
1751,241364.0957057476
1752,120015.49231665407
1753,140370.1237910894
1754,199566.4787217184
1755,171063.77987017191
1756,130979.13673543908
1757,118241.47222981723
1758,147607.53016032168
1759,160076.96530839454
1760,167327.17963501974
1761,140262.32232917813
1762,178954.55256518425
1763,171199.53501657862
1764,119350.3139508778
1765,163887.58329075962
1766,182289.17995967242
1767,202268.32293939847
1768,145419.77170096734
1769,172126.72104583168
1770,153070.80646008166
1771,131702.2652867867
1772,131174.21379879134
1773,133305.4521981849
1774,128498.76897503677
1775,138115.95445262088
1776,119146.86844712781
1777,114268.4122523062
1778,145271.66754377107
1779,120497.95650631702
1780,179587.06030385228
1781,133062.55201955227
1782,85510.66366611599
1783,140499.2334480607
1784,109968.97720774518
1785,121672.01641175896
1786,156536.97703312864
1787,154364.35590535667
