Id,SalePrice
1461,123658.68487544461
1462,165170.45523532497
1463,183593.15949390482
1464,186098.39817856296
1465,188769.3691401929
1466,172947.0926927972
1467,171818.67197865853
1468,167404.11841577973
1469,178941.5055981471
1470,126122.09372772276
1471,197799.56909196742
1472,96462.07317003995
1473,98882.25196340839
1474,147065.08446642727
1475,120554.84989731021
1476,398680.1727112875
1477,268671.42557974986
1478,278989.79807340354
1479,281130.2617590737
1480,473604.9770334999
1481,321597.0524613891
1482,207875.54063973125
1483,164713.22763457752
1484,164862.92471593237
1485,172902.85791633444
1486,194007.53975935993
1487,371351.9613389595
1488,228226.63914351762
1489,213736.40463969187
1490,229338.0155669377
1491,193601.74228004672
1492,88096.5479883183
1493,189455.00182577863
1494,296523.01196145435
1495,289482.1041053069
1496,247662.792627084
1497,185553.2271028695
1498,158079.41661383925
1499,161596.97239801535
1500,151778.7456237604
1501,173649.20637070452
1502,153285.7374315164
1503,316055.22623903636
1504,247211.64489327616
1505,228730.33872674618
1506,187812.85459287497
1507,252419.20247999742
1508,194755.15485794362
1509,160551.8641081005
1510,147750.12777664972
1511,145956.62238324276
1512,173969.1488881714
1513,149032.96814313522
1514,167734.8233945737
1515,200167.58228909472
1516,144896.6668986193
1517,169098.32245736266
1518,126444.45471023407
1519,228119.45551880618
1520,133595.6110530089
1521,134703.09563813295
1522,172244.90619523337
1523,112204.72648086629
1524,122307.38932351777
1525,121980.14995795862
1526,116879.57555979613
1527,109563.86157490831
1528,130116.15222823125
1529,147580.96268063987
1530,170541.87040296764
1531,120120.37640193137
1532,94824.63134814774
1533,143675.86443661092
1534,122094.88683017828
1535,148529.1289588237
1536,105719.10074487419
1537,79166.65026191335
1538,169558.8948562054
1539,211008.87472533263
1540,94767.84675115922
1541,138547.70830623273
1542,135441.60874340683
1543,208829.48435106414
1544,86048.10438521422
1545,109928.52075914446
1546,135178.43889119802
1547,135429.18409315753
1548,135908.69545879646
1549,113647.30023565837
1550,140065.11488919606
1551,110345.0190760234
1552,141353.07112071844
1553,152315.52000501222
1554,114156.76067080497
1555,163346.57347448936
1556,84846.48638926719
1557,108718.16994529046
1558,93080.22214030981
1559,86726.51510822574
1560,126038.52072171945
1561,142931.51001572632
1562,125897.27401842666
1563,115558.17944719744
1564,159162.288413108
1565,147923.55841416446
1566,240386.7456464601
1567,74686.36592965282
1568,231157.44013619638
1569,138187.60874297874
1570,139260.40002261533
1571,127793.7952796027
1572,143398.81051073177
1573,254304.18982346746
1574,111850.89959798637
1575,214242.02972381635
1576,226382.97689388276
1577,199128.8071956484
1578,146558.00413523195
1579,142687.86120685673
1580,194752.4048528324
1581,159935.13833123163
1582,125838.27050106289
1583,323106.7527545694
1584,231113.57285918793
1585,139034.94168595958
1586,74591.94808988295
1587,99492.74874217433
1588,154935.7225322677
1589,101388.45503845834
1590,130653.72636331402
1591,91644.40726052219
1592,117944.9929545304
1593,129883.91116201595
1594,151093.05884363814
1595,108673.32844902136
1596,233323.14431624068
1597,186414.80593606067
1598,192773.2887949847
1599,196578.4499028172
1600,181338.5010046128
1601,71922.47908731931
1602,120755.76502190492
1603,98091.03743150161
1604,283778.2923088832
1605,253331.198626304
1606,165322.71179496555
1607,161992.9961979867
1608,210009.56513762803
1609,194687.50873115726
1610,148466.31637875183
1611,139788.84976930261
1612,167302.36697940476
1613,159262.36074299848
1614,126470.3401822202
1615,85671.21497903187
1616,70862.49858788817
1617,90290.77592157366
1618,121582.82321719723
1619,143316.7717805068
1620,161299.2385339888
1621,134076.88474277058
1622,139681.81372965086
1623,289510.7232975648
1624,208334.58865962524
1625,120638.05907857395
1626,158655.31770860503
1627,181983.9188887514
1628,292227.9030526036
1629,173421.57260622582
1630,363052.680289802
1631,227464.99182442436
1632,241807.77489475874
1633,169587.8179918544
1634,185607.17315588548
1635,182375.97234157086
1636,154672.8963885376
1637,196036.44029999847
1638,206761.35799861077
1639,178016.19493136945
1640,256043.1752983574
1641,177637.59011980236
1642,226087.36533418566
1643,234253.54089684994
1644,230040.49912323483
1645,194922.00824935173
1646,157187.6396948363
1647,151620.65448904465
1648,132949.83854554174
1649,138730.044415325
1650,120411.38017095013
1651,119798.92274151635
1652,96654.83053691417
1653,103067.46738333201
1654,146952.37570397859
1655,147588.11402337987
1656,146075.07859991165
1657,150516.84110701966
1658,148585.22083698705
1659,123676.34879997329
1660,155635.11470033566
1661,429688.48914236896
1662,407727.4910817111
1663,385287.7198396539
1664,418596.0032033027
1665,308151.4053313536
1666,326815.37819948164
1667,378422.45153982955
1668,335031.3821212457
1669,297466.03709696064
1670,341395.195039588
1671,243545.97207466228
1672,438184.2700588486
1673,296837.3425243844
1674,244721.35538708072
1675,186144.08231768335
1676,184121.34985890082
1677,219343.09945960698
1678,421332.80914471427
1679,396469.06674972246
1680,331473.9825067265
1681,263672.3577778394
1682,305428.66037881095
1683,178409.7364554088
1684,169359.02682031793
1685,170714.94643856364
1686,165272.08693238994
1687,163887.20349120474
1688,188161.8794867144
1689,194422.57478857797
1690,192005.56337695417
1691,182550.29187582998
1692,276185.1687025734
1693,164361.03818356368
1694,183329.50972674336
1695,163427.45832886983
1696,274787.2708328387
1697,170179.63382430575
1698,356909.14385395544
1699,308837.9470290296
1700,243832.43533793988
1701,268043.43313537736
1702,246710.06370387995
1703,241714.94998312427
1704,284207.215753512
1705,240646.35739825375
1706,384845.8748999641
1707,233722.74554399992
1708,214690.71122453263
1709,278696.21810016583
1710,230110.49453177222
1711,268371.85625428235
1712,280073.68819444254
1713,258044.52270589303
1714,225479.37158215645
1715,210506.2740019383
1716,195069.51126578837
1717,175352.00736658045
1718,134266.17824857135
1719,199599.1829659944
1720,247263.669243123
1721,171866.66915547827
1722,122208.77398987918
1723,154958.7778026898
1724,219434.77350713883
1725,238943.71650814675
1726,189154.8903942652
1727,159280.56171846204
1728,176400.46606720207
1729,158294.0272081215
1730,160200.07837438755
1731,120638.15781537825
1732,134766.751950475
1733,115891.62365355328
1734,122482.3382881796
1735,127491.55788137094
1736,118157.78768268978
1737,335174.13381476485
1738,217673.23137703573
1739,287440.26978838636
1740,209889.30430411472
1741,195011.93022601932
1742,172871.0340454435
1743,167999.9200208061
1744,305321.3206661133
1745,204753.09296303624
1746,215236.5289274521
1747,219556.3959072127
1748,228047.91020859472
1749,151172.36130205018
1750,126673.97012340064
1751,233650.03325978306
1752,118164.80373401925
1753,144394.72911346552
1754,200067.4672842179
1755,164655.76442707283
1756,126543.23960128037
1757,116614.74878669232
1758,146625.372026158
1759,157417.7130721035
1760,166160.28776798432
1761,140323.76753774958
1762,178741.9306505336
1763,169947.2899242924
1764,119931.94382331238
1765,163866.97174462012
1766,180118.43155925805
1767,214847.74717014123
1768,145905.55671573203
1769,174322.28682322614
1770,152932.74111236527
1771,130913.73412110825
1772,131137.7161608282
1773,136378.68631918496
1774,137051.45357064373
1775,139715.61718479294
1776,122751.61212214502
1777,115695.23102611647
1778,144971.59540601273
1779,117213.25915069613
1780,167037.7654720158
1781,129179.6069646069
1782,92919.31142361849
1783,146327.34322083942
1784,110685.79133887391
1785,122310.06005265532
1786,160370.94931537987
1787,164159.7085718452
1788,62632.49134172186
1789,99451.70341851203
1790,85393.05701266296
1791,191115.4635239438
1792,152827.87545785433
1793,136728.4257907499
1794,152566.30206522823
1795,134197.02138050558
1796,135810.56946999213
1797,123184.26075785348
1798,127991.09520947796
1799,114634.28538082835
1800,132590.4835005137
1801,132393.58731062058
1802,132283.71444894985
1803,146721.76638963004
1804,146676.76216463282
1805,141320.04838054086
1806,121433.1975378001
1807,122395.45063256522
1808,118103.15875284791
1809,117269.37566605792
1810,143718.52570987094
1811,95736.76389712244
1812,89911.32139269145
1813,119687.65287270595
1814,95791.82804877408
1815,52103.438770104636
1816,98258.61775982048
1817,119072.28428968022
1818,153394.64962072615
1819,126931.5336814315
1820,61652.08960711144
1821,121912.39248963831
1822,149741.2534566441
1823,57288.456744903175
1824,135182.613878058
1825,129277.41624401788
1826,103990.20976830316
1827,102635.37710321244
1828,143418.74083228834
1829,132321.19407098705
1830,143680.8777832476
1831,150708.4153887693
1832,74646.64212075144
1833,138687.63835139008
1834,120397.91698517631
1835,143116.09702110075
1836,132129.60796276
1837,95455.06808493011
1838,122072.9221154477
1839,92099.37208687805
1840,171321.22085968294
1841,144102.25625777306
1842,90357.75055897336
1843,136326.02942953425
1844,138462.16717462483
1845,142244.61053329147
1846,150571.1882882477
1847,168347.76505954043
1848,51463.90134403035
1849,109385.7521508861
1850,117795.69581161931
