Id,SalePrice
1461,123587.01845962768
1462,161728.04225510877
1463,185937.37394881496
1464,190084.98387812407
1465,192647.80580066468
1466,172445.7752149354
1467,172501.11657128853
1468,166240.65597658954
1469,184628.44910439602
1470,124398.30998600434
1471,193313.15898043726
1472,99319.80506596336
1473,98310.97051024115
1474,145338.45173824337
1475,118713.4664511088
1476,395897.4491225913
1477,259592.12185993878
1478,281419.8849617797
1479,290796.85391397786
1480,446122.5126203586
1481,318491.9944792433
1482,205153.14046913816
1483,168344.32742987745
1484,164444.4965986111
1485,180539.86392343885
1486,195058.02109445503
1487,370104.19432846614
1488,231693.55909700898
1489,214565.13325371998
1490,226367.8717121116
1491,190818.74216884366
1492,90615.44983970208
1493,185965.74051576
1494,299264.96336590766
1495,295911.8052963236
1496,236421.07252813847
1497,185754.4008775347
1498,160073.51595759852
1499,161970.84774275718
1500,154152.21279176092
1501,172365.36525108144
1502,152665.8184125255
1503,310496.5383702819
1504,248279.61726226404
1505,221926.5680649488
1506,186637.3115638473
1507,252764.88461673493
1508,199444.62444082325
1509,158004.6719281783
1510,148141.62073886473
1511,147339.6188798635
1512,174261.7530207554
1513,142271.82163487398
1514,168707.2441540737
1515,194127.28611359745
1516,147313.6986360193
1517,161893.78147311875
1518,126140.8009629972
1519,224607.81836665975
1520,132787.9827778316
1521,135208.89342286822
1522,167940.43617357765
1523,107359.6522886015
1524,118540.15554374136
1525,125185.18115046593
1526,118224.3495482512
1527,108535.08035304099
1528,129753.92019862361
1529,151553.56004726558
1530,168230.64306563584
1531,113032.69340347017
1532,98427.82749535448
1533,145334.52779952792
1534,125936.5715891528
1535,145552.36928112924
1536,105081.13163591987
1537,79172.26027120513
1538,163273.76944241396
1539,211425.51705220915
1540,108851.392291033
1541,140508.45610378846
1542,136171.12115030506
1543,196401.16379755264
1544,85635.94379091106
1545,115623.12157389808
1546,136569.31537160254
1547,128140.39809385329
1548,137732.79969916126
1549,118101.64949169414
1550,139177.67756690516
1551,113222.10424579008
1552,148618.7619210202
1553,153040.17204885927
1554,114244.76242231674
1555,173045.95996432018
1556,90772.53679704313
1557,103604.59246667259
1558,97108.16724886582
1559,86243.87348214921
1560,131694.1750292764
1561,134331.39820260607
1562,130681.23558635038
1563,116409.88157385896
1564,158890.48705918642
1565,147141.0175926679
1566,241310.34051753514
1567,78127.90424090863
1568,233487.50574990138
1569,147109.66055828953
1570,141079.08304964524
1571,121708.271875023
1572,141457.444919834
1573,247342.48498530698
1574,122350.3251405013
1575,220394.37561758416
1576,233686.07345888362
1577,202427.8403676582
1578,151921.08710292098
1579,136233.3553339265
1580,195954.009416199
1581,156539.3847608748
1582,126945.8131464591
1583,319912.7449393101
1584,230505.60300598267
1585,138854.79832217112
